Customer ID,recency,frequency,monetary,segment
12435,397,4,6096.040000000001,loyal_customers
12437,396,21,7731.99,loyal_customers
12439,683,2,1158.18,hibernating
12440,463,2,859.1999999999999,hibernating
12441,367,1,173.55,new_customers
12443,733,1,485.31,hibernating
12445,421,1,301.58000000000004,about_to_sleep
12449,411,2,768.6,about_to_sleep
12450,400,3,490.32,potential_loyalists
12451,464,3,3634.3599999999997,at_risk
12454,396,4,13151.439999999999,loyal_customers
12455,446,4,3413.09,at_risk
12457,436,1,632.68,about_to_sleep
12458,428,2,830.09,about_to_sleep
12459,606,1,454.3599999999999,hibernating
12460,457,1,326.65,hibernating
12466,683,1,56.73,hibernating
12467,424,1,132.8,about_to_sleep
12468,527,3,2941.2,at_risk
12469,523,2,3070.54,hibernating
12470,690,1,211.95,hibernating
12471,375,49,20139.739999999998,champions
12472,370,13,11308.48,champions
12474,379,13,5048.66,champions
12475,410,1,426.26,about_to_sleep
12476,397,12,7298.99,loyal_customers
12477,400,3,7056.629999999999,potential_loyalists
12480,400,3,2183.2200000000003,potential_loyalists
12481,366,6,6765.07,champions
12482,577,29,23691.4,cant_loose
12483,379,11,2635.6000000000004,champions
12484,484,6,1828.4299999999998,at_risk
12485,530,1,708.1000000000001,hibernating
12486,432,1,1037.2800000000002,about_to_sleep
12487,731,1,285.29999999999995,hibernating
12490,379,11,4405.709999999999,champions
12492,404,1,452.00000000000006,about_to_sleep
12494,366,3,626.77,potential_loyalists
12495,641,1,357.4,hibernating
12496,621,2,54.09,hibernating
12497,401,2,5205.400000000001,potential_loyalists
12499,561,1,393.71999999999997,hibernating
12500,436,8,1697.39,loyal_customers
12503,585,1,1126.0,hibernating
12504,418,2,297.00000000000006,about_to_sleep
12505,409,1,955.1999999999999,about_to_sleep
12507,585,1,539.25,hibernating
12510,460,7,4195.450000000001,cant_loose
12511,429,1,3084.0200000000004,about_to_sleep
12514,642,1,580.0799999999999,hibernating
12516,431,2,1336.56,about_to_sleep
12519,477,1,385.7,hibernating
12523,375,12,2582.38,champions
12524,389,9,6640.389999999999,loyal_customers
12525,499,3,973.7300000000001,at_risk
12527,495,2,386.8,hibernating
12529,529,1,316.47999999999996,hibernating
12530,416,5,2096.98,loyal_customers
12531,687,1,1807.9799999999996,hibernating
12533,628,2,1367.89,hibernating
12537,409,1,732.94,about_to_sleep
12538,379,1,276.5,new_customers
12539,451,3,5646.4,at_risk
12540,379,16,8854.25,champions
12542,485,2,481.88,hibernating
12543,449,1,980.25,hibernating
12547,501,1,175.77999999999997,hibernating
12549,576,6,1575.6799999999998,at_risk
12553,386,2,916.47,potential_loyalists
12554,449,1,468.5,hibernating
12555,683,1,129.23,hibernating
12557,372,4,6725.18,champions
12562,386,2,1185.18,potential_loyalists
12563,409,1,249.24,about_to_sleep
12567,368,7,4308.58,champions
12568,645,1,70.0,hibernating
12570,683,1,77.52,hibernating
12573,382,4,556.8700000000001,loyal_customers
12575,458,2,622.8199999999999,hibernating
12576,393,3,826.8900000000001,potential_loyalists
12577,382,5,995.95,loyal_customers
12578,386,2,1847.9400000000003,potential_loyalists
12580,577,1,637.2,hibernating
12582,423,2,1469.04,about_to_sleep
12583,374,13,7166.0599999999995,champions
12586,375,3,1865.73,potential_loyalists
12588,400,3,743.8800000000001,potential_loyalists
12589,422,6,4048.9799999999996,loyal_customers
12591,391,2,899.3,potential_loyalists
12592,520,3,2145.0599999999995,at_risk
12594,379,5,1751.8899999999999,champions
12595,505,1,299.02000000000004,hibernating
12598,464,3,1511.0100000000002,at_risk
12599,382,6,1264.1399999999999,loyal_customers
12600,372,12,2444.88,champions
12601,405,1,104.2,about_to_sleep
12605,377,4,1232.95,champions
12606,683,1,21.0,hibernating
12608,405,1,415.78999999999996,about_to_sleep
12609,375,6,2309.0099999999998,champions
12613,389,5,3490.69,loyal_customers
12615,414,4,3449.79,loyal_customers
12616,389,1,417.79999999999995,promising
12619,561,1,140.14,hibernating
12621,366,16,11086.14,champions
12623,417,6,3442.74,loyal_customers
12625,510,2,2481.06,hibernating
12629,386,2,1558.2199999999998,potential_loyalists
12631,457,5,2841.07,at_risk
12632,521,2,804.88,hibernating
12633,383,3,3514.18,potential_loyalists
12634,536,2,490.0,hibernating
12635,393,2,1241.23,potential_loyalists
12636,739,1,141.0,hibernating
12637,379,4,2318.41,champions
12638,640,1,249.8,hibernating
12639,435,2,826.2700000000001,about_to_sleep
12643,386,6,5005.78,loyal_customers
12644,431,3,1440.5800000000002,need_attention
12645,410,4,1764.1200000000001,loyal_customers
12647,368,27,14201.529999999999,champions
12648,438,3,793.95,at_risk
12649,383,5,1671.1400000000003,loyal_customers
12651,379,3,263.75,potential_loyalists
12652,435,1,97.05000000000001,about_to_sleep
12653,527,1,1950.98,hibernating
12655,424,1,261.35,about_to_sleep
12656,426,3,2356.66,need_attention
12661,437,1,162.00000000000003,hibernating
12662,374,10,3138.2400000000002,champions
12663,625,2,239.4,hibernating
12664,515,2,1188.16,hibernating
12665,418,2,250.6,about_to_sleep
12666,395,1,1248.42,promising
12668,379,6,7637.530000000001,champions
12670,386,2,764.24,potential_loyalists
12671,607,1,2622.481,hibernating
12672,596,1,211.15000000000003,hibernating
12673,402,1,619.5,about_to_sleep
12675,554,2,958.5000000000001,hibernating
12676,409,5,1511.7,loyal_customers
12677,556,2,395.1,hibernating
12678,376,9,16652.72,champions
12681,368,24,17080.739999999998,champions
12682,366,23,11745.69,champions
12683,366,8,4220.21,champions
12686,372,1,89.14,new_customers
12687,481,2,2138.9099999999994,hibernating
12691,421,1,134.6,about_to_sleep
12692,638,1,110.95,hibernating
12693,397,3,847.1099999999999,potential_loyalists
12694,422,1,973.68,about_to_sleep
12695,529,3,825.02,at_risk
12696,435,2,851.91,about_to_sleep
12698,591,1,339.75,hibernating
12699,418,1,638.11,about_to_sleep
12701,530,4,1648.7,at_risk
12703,634,3,722.9799999999999,at_risk
12705,384,5,4893.81,loyal_customers
12708,369,9,2601.19,champions
12709,367,20,21356.82,champions
12711,612,2,1339.0499999999997,hibernating
12712,366,10,2797.53,champions
12714,389,7,9384.85,loyal_customers
12717,591,1,277.93,hibernating
12720,370,6,2478.9399999999996,champions
12721,386,2,1356.95,potential_loyalists
12724,384,3,1286.1100000000001,potential_loyalists
12725,372,4,2266.7599999999998,champions
12726,388,4,1405.5000000000002,loyal_customers
12727,443,3,1698.8300000000002,at_risk
12728,384,1,233.84,promising
12730,522,1,829.2500000000001,hibernating
12731,443,5,6879.800000000001,at_risk
12733,390,3,2040.92,potential_loyalists
12734,375,2,529.25,potential_loyalists
12737,499,2,3710.5,hibernating
12738,373,1,155.35,new_customers
12739,386,2,1713.69,potential_loyalists
12741,530,2,406.07,hibernating
12742,626,1,1201.5200000000002,hibernating
12744,460,4,4037.769999999999,at_risk
12745,487,3,925.4100000000001,at_risk
12746,541,1,254.55,hibernating
12747,370,16,5080.530000000001,champions
12748,366,144,22879.659999999996,champions
12749,400,4,2806.4800000000005,loyal_customers
12751,445,1,268.27,hibernating
12755,366,10,5218.71,champions
12758,460,5,7111.65,at_risk
12759,387,5,3489.3,loyal_customers
12760,456,1,347.8,hibernating
12761,458,2,782.9499999999999,hibernating
12763,370,1,320.08000000000004,new_customers
12765,473,6,1404.58,at_risk
12766,367,3,3078.6499999999996,potential_loyalists
12767,376,1,949.82,new_customers
12768,451,1,168.69000000000003,hibernating
12770,457,1,1895.0,hibernating
12771,486,1,282.3,hibernating
12773,565,1,124.25,hibernating
12774,536,1,98.7,hibernating
12775,389,2,300.08,potential_loyalists
12776,668,1,55.5,hibernating
12777,458,1,519.45,hibernating
12778,397,3,953.45,potential_loyalists
12779,372,7,2740.91,champions
12780,599,1,337.3999999999999,hibernating
12782,375,6,2287.32,champions
12784,530,1,1230.3300000000002,hibernating
12785,536,2,788.45,hibernating
12786,610,1,728.5000000000001,hibernating
12787,414,1,398.52,about_to_sleep
12788,464,4,444.9,at_risk
12789,513,2,181.5,hibernating
12790,411,1,266.92999999999995,about_to_sleep
12791,374,6,863.5100000000001,champions
12792,535,1,426.46999999999997,hibernating
12793,372,2,471.85,potential_loyalists
12796,629,1,381.0,hibernating
12797,366,2,552.08,potential_loyalists
12798,422,1,1533.8899999999999,about_to_sleep
12799,530,1,219.35000000000002,hibernating
12800,471,3,584.25,at_risk
12801,501,1,1071.8200000000002,hibernating
12802,443,6,1988.84,at_risk
12803,394,1,1092.8100000000002,promising
12804,466,2,327.02,hibernating
12805,382,4,1434.9499999999998,loyal_customers
12806,436,4,2878.96,loyal_customers
12807,384,1,330.35,promising
12808,369,3,422.45000000000005,potential_loyalists
12809,566,2,1266.63,hibernating
12810,535,2,534.99,hibernating
12811,379,2,519.05,potential_loyalists
12813,502,3,1687.8,at_risk
12817,400,2,524.94,potential_loyalists
12819,459,1,540.52,hibernating
12820,398,7,1747.18,loyal_customers
12821,612,1,128.08,hibernating
12823,395,13,4742.0,loyal_customers
12825,522,2,518.63,hibernating
12826,366,6,1481.0300000000002,champions
12829,551,1,92.30000000000001,hibernating
12831,464,2,236.06,hibernating
12835,428,41,6043.31,loyal_customers
12836,390,11,3972.76,loyal_customers
12837,570,1,554.3100000000001,hibernating
12838,374,9,2715.35,champions
12839,368,13,4480.3099999999995,champions
12840,438,3,1315.1999999999998,at_risk
12841,370,17,3518.33,champions
12842,405,2,799.0000000000002,about_to_sleep
12843,383,22,4886.15,loyal_customers
12844,443,2,322.64,hibernating
12846,683,1,15.58,hibernating
12847,388,1,765.36,promising
12848,676,1,208.0,hibernating
12849,382,4,2039.67,loyal_customers
12850,446,1,330.0,hibernating
12851,478,1,148.95,hibernating
12853,428,5,1950.4,loyal_customers
12854,562,4,1669.52,at_risk
12855,373,4,612.8400000000001,champions
12857,437,4,2581.6,at_risk
12858,384,1,177.92,promising
12859,459,1,575.0999999999999,hibernating
12860,694,1,55.47,hibernating
12861,620,1,68.25,hibernating
12862,426,2,1008.32,about_to_sleep
12863,380,5,2271.35,champions
12864,509,1,152.45,hibernating
12865,379,2,1755.24,potential_loyalists
12866,475,2,668.2299999999999,hibernating
12867,398,6,3876.4700000000003,loyal_customers
12868,374,3,640.0000000000001,potential_loyalists
12869,682,1,337.6700000000001,hibernating
12870,376,3,1676.9500000000003,potential_loyalists
12871,440,1,363.38,hibernating
12872,366,11,3085.52,champions
12873,398,2,1653.3000000000004,potential_loyalists
12874,386,2,948.42,potential_loyalists
12875,472,3,1013.76,at_risk
12876,395,2,1863.77,potential_loyalists
12877,402,8,1419.4,loyal_customers
12880,382,2,640.13,potential_loyalists
12887,384,1,222.4,promising
12889,382,4,385.46000000000004,loyal_customers
12890,388,1,336.79999999999995,promising
12891,459,8,509.5,cant_loose
12892,397,1,263.38,promising
12894,576,1,157.35,hibernating
12897,382,2,297.75,potential_loyalists
12898,464,2,310.96,hibernating
12899,414,1,366.4,about_to_sleep
12900,423,1,340.33000000000004,about_to_sleep
12903,429,1,833.5300000000001,about_to_sleep
12905,577,2,1018.42,hibernating
12907,396,2,508.90999999999997,potential_loyalists
12908,381,3,1026.0,potential_loyalists
12909,425,3,924.52,need_attention
12910,380,5,2721.48,champions
12911,552,1,1680.4699999999998,hibernating
12913,369,9,4217.230000000001,champions
12914,401,1,223.98,promising
12915,373,3,811.1000000000001,potential_loyalists
12916,443,3,1647.8699999999997,at_risk
12917,401,5,3765.2,loyal_customers
12918,627,1,10953.5,hibernating
12920,572,3,323.86,at_risk
12921,367,39,19333.949999999997,champions
12923,391,2,612.9,potential_loyalists
12924,394,8,1535.7,loyal_customers
12925,593,1,35.28,hibernating
12926,412,4,1548.46,loyal_customers
12927,395,1,197.31,promising
12928,379,7,2242.19,champions
12931,381,42,50291.38,loyal_customers
12932,540,8,1698.56,cant_loose
12933,381,5,1079.5000000000002,loyal_customers
12934,737,1,181.65,hibernating
12935,376,8,2083.16,champions
12937,464,5,1593.34,at_risk
12939,380,12,13683.0,champions
12941,725,1,377.49000000000007,hibernating
12942,366,1,258.75,new_customers
12943,559,2,496.5,hibernating
12945,657,1,437.16,hibernating
12946,437,1,324.45,hibernating
12947,374,1,304.03999999999996,new_customers
12948,731,2,252.48000000000002,hibernating
12949,383,14,11359.48,loyal_customers
12951,387,9,2149.65,loyal_customers
12953,523,1,498.96,hibernating
12954,639,1,162.45,hibernating
12956,685,3,413.82,at_risk
12957,542,5,4689.43,at_risk
12958,401,2,539.49,potential_loyalists
12959,485,1,150.95,hibernating
12960,414,4,1322.0700000000004,loyal_customers
12961,380,1,211.99,new_customers
12963,366,5,1744.96,champions
12964,438,1,132.23999999999998,hibernating
12967,372,2,2646.0199999999995,potential_loyalists
12969,603,1,122.45,hibernating
12970,381,6,1072.73,loyal_customers
12971,367,33,4782.880000000001,champions
12972,414,4,1161.2,loyal_customers
12973,414,1,385.55,about_to_sleep
12974,566,1,264.15,hibernating
12975,437,6,2100.09,at_risk
12976,379,7,2417.7800000000007,champions
12977,502,3,478.39,at_risk
12978,386,5,2502.8199999999997,loyal_customers
12979,730,1,517.7,hibernating
12980,387,12,8870.880000000001,loyal_customers
12982,395,7,2354.2700000000004,loyal_customers
12983,599,1,490.08000000000004,hibernating
12986,429,10,2729.84,loyal_customers
12987,421,3,753.51,need_attention
12989,425,18,6627.64,loyal_customers
12990,418,4,546.0,loyal_customers
12991,390,1,261.05999999999995,promising
12992,726,1,93.35000000000001,hibernating
12993,446,4,844.87,at_risk
12996,376,1,355.5,new_customers
12997,395,4,884.02,loyal_customers
12998,493,3,920.0799999999999,at_risk
13000,726,1,497.6500000000001,hibernating
13001,405,20,14353.279999999999,loyal_customers
13002,417,2,293.18,about_to_sleep
13004,387,18,5994.9400000000005,loyal_customers
13005,432,2,485.98,about_to_sleep
13007,580,1,175.25,hibernating
13008,398,2,382.66,potential_loyalists
13009,673,1,234.0,hibernating
13010,375,2,330.12,potential_loyalists
13011,373,1,50.550000000000004,new_customers
13012,430,3,1310.99,need_attention
13013,372,18,7814.83,champions
13014,433,1,1914.8,about_to_sleep
13015,439,6,3240.14,at_risk
13018,414,7,2485.46,loyal_customers
13019,380,6,1229.95,champions
13020,563,2,618.96,hibernating
13021,375,8,2270.8599999999997,champions
13022,430,1,65.3,about_to_sleep
13023,529,1,759.1300000000001,hibernating
13024,471,2,555.8699999999999,hibernating
13025,732,1,323.39,hibernating
13026,489,4,757.7200000000001,at_risk
13027,386,13,10423.199999999999,loyal_customers
13029,375,2,679.8,potential_loyalists
13030,369,1,427.7399999999999,new_customers
13031,408,5,3419.27,loyal_customers
13032,393,7,1833.37,loyal_customers
13033,430,1,30.0,about_to_sleep
13034,370,2,279.90999999999997,potential_loyalists
13035,432,1,442.32,about_to_sleep
13036,685,1,307.1,hibernating
13037,400,9,3033.88,loyal_customers
13039,585,4,1010.7300000000001,at_risk
13041,451,4,799.1300000000001,at_risk
13042,599,3,1556.54,at_risk
13044,493,10,4293.43,cant_loose
13045,402,2,503.64,about_to_sleep
13046,457,1,319.94000000000005,hibernating
13047,374,17,5557.620000000001,champions
13048,437,5,2248.3,at_risk
13049,390,2,751.5600000000001,potential_loyalists
13050,367,19,6507.67,champions
13051,579,2,155.8,hibernating
13052,421,6,2820.38,loyal_customers
13053,622,1,127.65,hibernating
13055,430,1,1106.7,about_to_sleep
13056,552,1,209.47999999999996,hibernating
13057,531,3,722.0899999999999,at_risk
13059,414,9,2119.7700000000004,loyal_customers
13063,481,1,188.39999999999998,hibernating
13064,551,2,561.25,hibernating
13065,374,5,1055.0500000000002,champions
13067,410,2,393.05,about_to_sleep
13069,370,16,5247.01,champions
13070,460,3,522.9,at_risk
13071,613,1,129.22,hibernating
13073,412,2,418.08000000000004,about_to_sleep
13074,512,4,1378.74,at_risk
13076,458,1,135.4,hibernating
13077,367,8,2335.3999999999996,champions
13078,367,32,16904.51,champions
13079,418,1,199.07999999999998,about_to_sleep
13080,402,3,222.65,need_attention
13081,372,19,30867.77,champions
13082,425,12,3722.12,loyal_customers
13083,426,1,91.67999999999999,about_to_sleep
13084,492,1,122.39999999999999,hibernating
13085,680,6,2017.2,at_risk
13086,383,1,439.33,promising
13087,727,1,313.64,hibernating
13088,418,1,236.10999999999999,about_to_sleep
13089,369,109,57912.03,champions
13090,366,13,5192.27,champions
13091,730,2,1976.0000000000002,hibernating
13092,415,7,1662.45,loyal_customers
13093,374,48,47111.18,champions
13094,369,2,505.80000000000007,potential_loyalists
13096,395,1,419.70000000000005,promising
13097,389,18,7378.8,loyal_customers
13101,499,3,594.21,at_risk
13102,366,14,5272.83,champions
13103,438,2,465.7,hibernating
13104,416,3,610.6199999999999,need_attention
13105,437,1,72.0,hibernating
13106,414,1,526.96,about_to_sleep
13107,414,5,3721.45,loyal_customers
13108,373,2,748.4599999999999,potential_loyalists
13109,552,1,347.49000000000007,hibernating
13110,438,5,1468.8,at_risk
13111,719,1,321.88000000000005,hibernating
13112,542,1,20.6,hibernating
13113,367,14,6379.7699999999995,champions
13114,731,1,234.38,hibernating
13115,380,6,3199.92,champions
13117,366,12,1658.9,champions
13118,377,4,1217.6,champions
13119,669,1,134.9,hibernating
13123,473,2,506.74999999999994,hibernating
13124,386,1,916.1199999999999,promising
13125,524,1,158.57,hibernating
13126,367,7,1898.6099999999997,champions
13128,632,1,263.5,hibernating
13129,453,2,233.25,hibernating
13131,419,4,2240.47,loyal_customers
13133,460,1,90.65,hibernating
13134,403,2,681.65,about_to_sleep
13135,492,1,275.45,hibernating
13136,376,8,3666.95,champions
13137,387,8,4062.29,loyal_customers
13138,373,2,504.85,potential_loyalists
13139,438,1,3138.04,hibernating
13140,367,3,791.9599999999999,potential_loyalists
13141,386,12,5279.83,loyal_customers
13143,585,1,405.1,hibernating
13144,432,1,24.4,about_to_sleep
13145,373,4,805.0,champions
13148,390,14,4914.6900000000005,loyal_customers
13150,485,3,449.96999999999997,at_risk
13151,626,2,1322.8700000000001,hibernating
13152,418,7,2146.38,loyal_customers
13154,400,3,1624.8400000000001,potential_loyalists
13155,369,3,778.4200000000002,potential_loyalists
13156,386,3,1586.54,potential_loyalists
13157,410,5,3946.1399999999994,loyal_customers
13158,389,1,307.12,promising
13161,501,1,366.13,hibernating
13162,381,12,7587.200000000001,loyal_customers
13163,611,1,17.65,hibernating
13164,570,2,372.2,hibernating
13165,414,1,429.68,about_to_sleep
13166,415,1,466.98,about_to_sleep
13167,391,1,333.82,promising
13168,543,1,556.1200000000001,hibernating
13169,563,1,127.20000000000002,hibernating
13172,401,1,69.6,promising
13173,368,10,2285.7,champions
13174,370,10,6677.81,champions
13175,583,2,831.45,hibernating
13177,431,1,229.75,about_to_sleep
13178,398,10,8333.720000000001,loyal_customers
13179,619,1,572.31,hibernating
13180,608,1,86.10000000000001,hibernating
13181,382,1,359.69,promising
13183,395,6,3078.3999999999996,loyal_customers
13187,625,3,130.98999999999998,at_risk
13190,545,3,570.66,at_risk
13191,659,1,164.69000000000003,hibernating
13192,536,4,1646.64,at_risk
13194,422,1,412.08,about_to_sleep
13195,415,1,172.38,about_to_sleep
13196,444,3,1271.06,at_risk
13197,610,1,373.01000000000005,hibernating
13198,388,2,1572.99,potential_loyalists
13199,367,30,6615.77,champions
13201,503,4,1240.6100000000001,at_risk
13202,395,7,1580.3000000000002,loyal_customers
13203,387,6,1778.79,loyal_customers
13204,732,1,966.6599999999999,hibernating
13205,444,1,2803.2,hibernating
13206,401,13,8377.32,loyal_customers
13207,452,2,285.6,hibernating
13208,450,3,764.5999999999999,at_risk
13209,515,5,2617.9,at_risk
13211,382,7,1531.9,loyal_customers
13213,384,6,2330.94,loyal_customers
13214,418,7,3264.23,loyal_customers
13215,403,1,81.6,about_to_sleep
13217,656,1,132.5,hibernating
13219,619,1,76.23,hibernating
13220,576,1,516.8000000000001,hibernating
13222,578,1,88.5,hibernating
13223,424,4,805.9200000000001,loyal_customers
13225,422,9,9796.230000000001,loyal_customers
13226,394,1,204.25,promising
13230,366,17,3553.8100000000004,champions
13233,421,2,571.34,about_to_sleep
13234,673,2,356.94999999999993,hibernating
13237,388,1,643.0,promising
13238,431,2,305.9,about_to_sleep
13239,438,4,1265.13,at_risk
13240,366,5,1074.87,champions
13241,412,1,115.58,about_to_sleep
13242,452,4,429.0,at_risk
13243,450,4,677.97,at_risk
13245,433,1,558.7199999999999,about_to_sleep
13246,394,5,1400.13,loyal_customers
13249,402,6,897.52,loyal_customers
13250,461,2,256.03999999999996,hibernating
13251,403,1,252.68,about_to_sleep
13252,395,2,399.3,potential_loyalists
13253,431,2,1920.7099999999998,about_to_sleep
13254,377,1,51.410000000000004,new_customers
13255,374,2,504.95,potential_loyalists
13257,437,1,149.75,hibernating
13258,380,2,336.59999999999997,potential_loyalists
13259,398,8,1141.0600000000002,loyal_customers
13262,390,2,373.15999999999997,potential_loyalists
13263,394,4,1250.6200000000003,loyal_customers
13264,443,1,722.56,hibernating
13266,414,7,2300.78,loyal_customers
13267,367,18,5236.77,champions
13269,370,14,3545.4700000000003,champions
13270,367,1,590.0,new_customers
13274,410,1,360.8500000000001,about_to_sleep
13275,384,2,241.66,potential_loyalists
13276,398,3,1348.33,potential_loyalists
13277,381,3,264.9,potential_loyalists
13278,400,3,893.1200000000001,potential_loyalists
13280,380,4,1507.7700000000002,champions
13281,440,1,350.85,hibernating
13282,407,1,181.05,about_to_sleep
13283,568,2,279.70000000000005,hibernating
13285,601,2,655.47,hibernating
13286,601,1,734.91,hibernating
13287,604,3,781.59,at_risk
13288,444,5,927.6099999999999,at_risk
13289,724,1,307.95000000000005,hibernating
13290,439,1,208.63,hibernating
13291,415,10,2959.73,loyal_customers
13292,416,3,415.56999999999994,need_attention
13293,393,6,1192.94,loyal_customers
13294,647,1,815.79,hibernating
13295,377,3,900.77,potential_loyalists
13296,424,5,705.1099999999999,loyal_customers
13297,386,3,2278.77,potential_loyalists
13299,424,2,1076.1999999999998,about_to_sleep
13300,389,2,913.6200000000001,potential_loyalists
13302,527,1,95.45,hibernating
13303,401,1,61.72,promising
13304,456,3,917.57,at_risk
13305,373,7,1753.8500000000001,champions
13306,431,1,53.65,about_to_sleep
13307,488,2,258.34,hibernating
13308,597,1,284.86,hibernating
13309,393,1,249.57999999999998,promising
13310,381,2,409.16999999999996,potential_loyalists
13312,452,1,124.75,hibernating
13313,480,7,1890.0,cant_loose
13315,690,1,310.26,hibernating
13316,393,6,7213.840000000001,loyal_customers
13317,386,13,4212.411,loyal_customers
13319,366,34,11236.95,champions
13320,435,2,679.4,about_to_sleep
13324,429,8,3391.5199999999995,loyal_customers
13326,433,1,281.76,about_to_sleep
13327,366,14,6251.71,champions
13329,367,7,4323.97,champions
13330,456,3,1665.25,at_risk
13331,402,1,262.4,about_to_sleep
13333,412,3,1015.7399999999999,need_attention
13334,537,2,2726.9300000000003,hibernating
13337,547,1,1575.2599999999998,hibernating
13338,542,3,1958.6000000000001,at_risk
13340,418,5,11364.080000000002,loyal_customers
13346,463,6,299.40000000000003,at_risk
13357,495,4,3228.4100000000003,at_risk
13359,404,1,603.75,about_to_sleep
13360,432,4,1553.65,loyal_customers
13361,473,2,1450.5,hibernating
13362,379,3,2303.33,potential_loyalists
13363,410,1,731.3599999999999,about_to_sleep
13367,432,1,510.2,about_to_sleep
13368,415,2,498.1,about_to_sleep
13369,366,1,308.28,new_customers
13370,372,1,754.8700000000001,new_customers
13371,506,2,2297.6600000000003,hibernating
13373,416,3,4274.9400000000005,need_attention
13374,415,2,422.80000000000007,about_to_sleep
13375,445,1,1013.58,hibernating
13377,397,2,1552.8799999999999,potential_loyalists
13380,433,1,62.4,about_to_sleep
13381,380,6,4585.0599999999995,champions
13382,429,4,1164.5900000000001,loyal_customers
13383,544,1,305.28000000000003,hibernating
13384,391,4,2528.8999999999996,loyal_customers
13386,415,2,835.46,about_to_sleep
13387,418,1,189.44,about_to_sleep
13388,604,1,508.55000000000007,hibernating
13392,678,1,91.14,hibernating
13393,584,4,1131.45,at_risk
13394,380,11,4101.68,champions
13395,401,2,872.51,potential_loyalists
13397,438,5,1647.7399999999998,at_risk
13398,449,1,213.00000000000003,hibernating
13399,465,3,275.4,at_risk
13400,583,1,310.83000000000004,hibernating
13402,373,3,913.9000000000001,potential_loyalists
13403,388,2,154.5,potential_loyalists
13405,482,3,641.36,at_risk
13406,428,2,568.9200000000001,about_to_sleep
13407,579,3,2244.7,at_risk
13408,372,46,23616.422,champions
13410,394,4,1198.9,loyal_customers
13412,621,1,487.34999999999997,hibernating
13413,640,6,429.44,at_risk
13414,464,3,1103.6399999999999,at_risk
13415,473,4,800.6700000000001,at_risk
13416,737,1,228.3,hibernating
13417,548,4,1028.66,at_risk
13418,373,15,6106.17,champions
13421,407,6,2252.04,loyal_customers
13423,429,1,217.02999999999997,about_to_sleep
13424,450,1,572.77,hibernating
13425,509,2,1779.42,hibernating
13426,383,12,4526.0599999999995,loyal_customers
13427,478,3,423.92999999999995,at_risk
13428,515,2,281.51000000000005,hibernating
13431,407,6,2047.14,loyal_customers
13432,572,2,439.09999999999997,hibernating
13433,502,4,658.3199999999999,at_risk
13434,386,3,1132.6200000000001,potential_loyalists
13435,377,2,665.3400000000001,potential_loyalists
13438,548,1,46.5,hibernating
13439,389,2,702.8999999999999,potential_loyalists
13440,424,7,1295.2500000000002,loyal_customers
